0.025,254.2
0.05,216.6
0.075,205.5
0.1,202.3
0.125,203.6
0.15,199.9
0.175,203.0
0.2,201.6
0.225,201.9
0.25,201.2
0.275,201.9
0.3,202.7
0.325,202.6
0.35,201.8
0.375,202.6
0.4,201.1
0.425,198.5
0.45,203.4
0.475,202.0
0.5,199.8
0.525,196.2
0.55,198.5
0.575,195.9
0.6,195.5
0.625,197.6
0.65,204.0
0.675,204.3
0.7,201.8
0.725,202.1
0.75,204.7
0.775,197.3
0.8,196.4
0.825,196.7
0.85,197.3
0.875,197.7
0.9,198.5
0.925,196.9
0.95,197.3
0.975,216.0
1.0,198.1
